Plot,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
41,0,65.67132119,147.1731035,240.9213763,161.9062592,134.9619088,168.9275872,217.9640317,253.299448,253.5994891,255.3987721,274.4712352,312.8323336,362.0479671,272.5662729,237.5092577,394.7159144,432.4469184,366.3639282,348.9761784,479.3203869,515.730266,461.5597816,456.2225538
42,65.67132119,0,81.79453361,175.2578546,180.6941882,131.1934944,135.7895346,165.3368029,246.5062319,262.2594616,238.3407761,239.1193976,252.8590664,298.5376578,216.1789183,188.7217948,341.000284,374.1788389,317.6399271,313.0830387,430.968484,462.3426162,417.9154686,422.0948936
43,147.1731035,81.79453361,0,94.3647806,222.0113503,159.1466953,123.7914268,109.9798431,251.9750347,284.7310069,231.3679927,205.727856,190.8088936,225.9174008,165.1379114,157.6662711,289.5407765,312.7213494,276.5129107,293.9158609,386.9465886,408.8312367,382.134488,401.109735
44,240.9213763,175.2578546,94.3647806,0,301.708386,236.5224862,181.3961612,122.5525693,303.9209652,348.3055319,273.9706184,222.6999961,127.9085984,141.1818734,127.3075037,152.464541,233.2171028,240.8247679,235.8746489,280.3277708,335.3509326,344.1711017,341.3679731,377.8562132
45,161.9062592,180.6941882,222.0113503,301.708386,0,65.22861422,130.0529878,208.2348834,113.4972227,93.7076155,135.8342818,194.7480884,412.7628032,442.296863,385.159511,366.3632274,510.6079937,534.4141089,493.1970093,493.7478487,605.6698826,630.6022884,596.0997049,602.7811508
46,134.9619088,131.1934944,159.1466953,236.5224862,65.22861422,0,69.24510581,146.8006193,119.058107,131.6100357,121.4619627,156.3098548,349.2662711,377.2421453,323.7720562,308.9472062,448.6412723,470.4736478,433.6047194,440.1437759,545.2347584,567.908526,537.8769279,549.1515086
47,168.9275872,135.7895346,123.7914268,181.3961612,130.0529878,69.24510581,0,78.25394277,128.5244344,167.2114381,108.5824086,105.7969621,303.1827095,322.1781146,285.4278698,281.444957,406.5169754,421.2478722,398.1312521,417.4656118,506.4190966,522.5555434,504.3956603,524.8898127
48,217.9640317,165.3368029,109.9798431,122.5525693,208.2348834,146.8006193,78.25394277,0,184.7383916,234.4689784,152.3629333,102.8442786,250.3593939,257.1753712,243.6519775,253.9434291,355.6638517,361.5791032,355.5839868,389.7480167,457.6700388,466.0470863,461.9064655,492.7798599
49,253.299448,246.5062319,251.9750347,303.9209652,113.4972227,119.058107,128.5244344,184.7383916,0,60.29354279,39.59097872,116.790534,429.25697,441.702937,413.6949865,409.3889993,533.5424972,544.6919208,526.5242324,544.7891331,634.1202164,647.802952,632.8648484,652.7221734
50,253.5994891,262.2594616,284.7310069,348.3055319,93.7076155,131.6100357,167.2114381,234.4689784,60.29354279,0,99.65311249,176.6006617,470.0177873,488.4985251,449.592612,438.9364472,572.5436196,588.4577679,561.224557,571.4076666,671.3646509,689.5046333,666.5599342,680.3186813
51,255.3987721,238.3407761,231.3679927,273.9706184,135.8342818,121.4619627,108.5824086,152.3629333,39.59097872,99.65311249,0,77.20799329,400.9050865,409.2812937,388.7440577,388.8175874,505.885379,513.9024003,501.7322034,525.2734851,607.2794464,618.0735177,608.3291087,632.1009845
52,274.4712352,239.1193976,205.727856,222.6999961,194.7480884,156.3098548,105.7969621,102.8442786,116.790534,176.6006617,77.20799329,0,350.3171126,348.9755756,346.2463226,356.1588818,455.4515196,456.3629652,457.6936705,492.3347686,557.7267131,562.1619843,563.7399841,595.623921
53,312.8323336,252.8590664,190.8088936,127.9085984,412.7628032,349.2662711,303.1827095,250.3593939,429.25697,470.0177873,400.9050865,350.3171126,0,68.46205539,49.43292147,103.4305984,105.3131092,122.239771,113.8715109,178.9732168,207.4659165,219.5061325,215.8816511,261.4260359
54,362.0479671,298.5376578,225.9174008,141.1818734,442.296863,377.2421453,322.1781146,257.1753712,441.702937,488.4985251,409.2812937,348.9755756,68.46205539,0,116.8459909,170.9995171,128.5084861,108.8048196,158.8406458,236.9235516,224.1199768,215.2077444,245.5511216,304.5135546
55,272.5662729,216.1789183,165.1379114,127.3075037,385.159511,323.7720562,285.4278698,243.6519775,413.6949865,449.592612,388.7440577,346.2463226,49.43292147,116.8459909,0,54.18061595,125.7028784,160.2058692,112.9979953,154.443563,221.8259287,246.674898,219.5850744,250.6986773
56,237.5092577,188.7217948,157.6662711,152.464541,366.3632274,308.9472062,281.444957,253.9434291,409.3889993,438.9364472,388.8175874,356.1588818,103.4305984,170.9995171,54.18061595,0,158.7456256,204.4151608,129.3209014,136.7690695,242.6646323,278.8126282,229.7666888,243.4452221
57,394.7159144,341.000284,289.5407765,233.2171028,510.6079937,448.6412723,406.5169754,355.6638517,533.5424972,572.5436196,505.885379,455.4515196,105.3131092,128.5084861,125.7028784,158.7456256,0,62.35299082,50.27382104,136.4694174,102.2994235,121.3556561,117.1967536,178.8027532
58,432.4469184,374.1788389,312.7213494,240.8247679,534.4141089,470.4736478,421.2478722,361.5791032,544.6919208,588.4577679,513.9024003,456.3629652,122.239771,108.8048196,160.2058692,204.4151608,62.35299082,0,112.5692286,198.6924776,123.8800235,106.4154291,156.6462228,228.9669802
59,366.3639282,317.6399271,276.5129107,235.8746489,493.1970093,433.6047194,398.1312521,355.5839868,526.5242324,561.224557,501.7322034,457.6936705,113.8715109,158.8406458,112.9979953,129.3209014,50.27382104,112.5692286,0,86.99591962,113.3698128,154.2994179,106.6112867,148.124782
60,348.9761784,313.0830387,293.9158609,280.3277708,493.7478487,440.1437759,417.4656118,389.7480167,544.7891331,571.4076666,525.2734851,492.3347686,178.9732168,236.9235516,154.443563,136.7690695,136.4694174,198.6924776,86.99591962,0,157.3366827,216.7953438,122.7857961,109.0912834
61,479.3203869,430.968484,386.9465886,335.3509326,605.6698826,545.2347584,506.4190966,457.6700388,634.1202164,671.3646509,607.2794464,557.7267131,207.4659165,224.1199768,221.8259287,242.6646323,102.2994235,123.8800235,113.3698128,157.3366827,0,66.57119859,47.50337503,126.133835
62,515.730266,462.3426162,408.8312367,344.1711017,630.6022884,567.908526,522.5555434,466.0470863,647.802952,689.5046333,618.0735177,562.1619843,219.5061325,215.2077444,246.674898,278.8126282,121.3556561,106.4154291,154.2994179,216.7953438,66.57119859,0,113.9572973,191.7806521
63,461.5597816,417.9154686,382.134488,341.3679731,596.0997049,537.8769279,504.3956603,461.9064655,632.8648484,666.5599342,608.3291087,563.7399841,215.8816511,245.5511216,219.5850744,229.7666888,117.1967536,156.6462228,106.6112867,122.7857961,47.50337503,113.9572973,0,79.12445729
64,456.2225538,422.0948936,401.109735,377.8562132,602.7811508,549.1515086,524.8898127,492.7798599,652.7221734,680.3186813,632.1009845,595.623921,261.4260359,304.5135546,250.6986773,243.4452221,178.8027532,228.9669802,148.124782,109.0912834,126.133835,191.7806521,79.12445729,0
